site,species,rt_minutes,run_n_peaks,rt_rank_frac,gap_prev_minutes,peaks_within_0p1min,peaks_within_1min,run_rt_span,match1_quality
Rancho,bacchpilu,49.813000000000002,36,0.875000,0.151000,0,10,48.402000,92
Rancho,bacchpilu,50.161000000000001,36,0.902778,0.348000,0,7,48.402000,89
Rancho,bacchpilu,50.348999999999997,36,0.930556,0.188000,2,6,48.402000,64
Rancho,bacchpilu,50.384,36,0.958333,0.035000,2,6,48.402000,94
Rancho,bacchpilu,50.423999999999999,36,0.986111,0.040000,2,5,48.402000,90
Rancho,bacchpilu,2.0219999999999998,43,0.011628,2.022000,1,3,48.402000,78
Rancho,bacchpilu,2.0670000000000002,43,0.034884,0.045000,1,3,48.402000,80
Rancho,bacchpilu,2.8239999999999998,43,0.058140,0.757000,0,5,48.402000,91
Rancho,bacchpilu,2.992,43,0.081395,0.168000,0,5,48.402000,91
Rancho,bacchpilu,3.1339999999999999,43,0.104651,0.142000,0,4,48.402000,40
Rancho,bacchpilu,3.7170000000000001,43,0.127907,0.583000,0,4,48.402000,53
Rancho,bacchpilu,4.0510000000000002,43,0.151163,0.334000,0,4,48.402000,90
Rancho,bacchpilu,4.8040000000000003,43,0.174419,0.753000,0,3,48.402000,91
Rancho,bacchpilu,4.9669999999999996,43,0.197674,0.163000,0,3,48.402000,36
Rancho,bacchpilu,5.7779999999999996,43,0.220930,0.811000,0,4,48.402000,72
Rancho,bacchpilu,6.2309999999999999,43,0.244186,0.453000,0,2,48.402000,50
Rancho,bacchpilu,6.7210000000000001,43,0.267442,0.490000,0,2,48.402000,35
Rancho,bacchpilu,7.7610000000000001,43,0.290698,1.040000,0,1,48.402000,64
Rancho,bacchpilu,8.1359999999999992,43,0.313953,0.375000,0,1,48.402000,52
Rancho,bacchpilu,10.186999999999999,43,0.337209,2.051000,0,0,48.402000,38
Rancho,bacchpilu,20.260999999999999,43,0.360465,10.074000,0,1,48.402000,53
Rancho,bacchpilu,20.960999999999999,43,0.383721,0.700000,0,2,48.402000,94
Rancho,bacchpilu,21.794,43,0.406977,0.833000,0,1,48.402000,91
Rancho,bacchpilu,24.882999999999999,43,0.430233,3.089000,0,1,48.402000,90
Rancho,bacchpilu,25.667999999999999,43,0.453488,0.785000,0,1,48.402000,94
Rancho,bacchpilu,26.81,43,0.476744,1.142000,0,1,48.402000,74
Rancho,bacchpilu,27.442,43,0.500000,0.632000,0,1,48.402000,97
Rancho,bacchpilu,28.672999999999998,43,0.523256,1.231000,0,2,48.402000,95
Rancho,bacchpilu,28.945,43,0.546512,0.272000,0,2,48.402000,94
Rancho,bacchpilu,29.472999999999999,43,0.569767,0.528000,0,2,48.402000,94
Rancho,bacchpilu,30.923999999999999,43,0.593023,1.451000,0,0,48.402000,90
Rancho,bacchpilu,32.08,43,0.616279,1.156000,0,0,48.402000,50
Rancho,bacchpilu,35.448,43,0.639535,3.368000,0,0,48.402000,40
Rancho,bacchpilu,48.04,43,0.662791,12.592000,0,5,48.402000,87
Rancho,bacchpilu,48.164999999999999,43,0.686047,0.125000,0,5,48.402000,38
Rancho,bacchpilu,48.332999999999998,43,0.709302,0.168000,0,6,48.402000,55
Rancho,bacchpilu,48.588000000000001,43,0.732558,0.255000,0,7,48.402000,94
Rancho,bacchpilu,48.823,43,0.755814,0.235000,0,9,48.402000,99
Rancho,bacchpilu,49.003,43,0.779070,0.180000,0,9,48.402000,95
Rancho,bacchpilu,49.23,43,0.802326,0.227000,0,8,48.402000,99
Rancho,bacchpilu,49.418999999999997,43,0.825581,0.189000,0,10,48.402000,99
Rancho,bacchpilu,49.655000000000001,43,0.848837,0.236000,0,10,48.402000,95
Rancho,bacchpilu,49.814,43,0.872093,0.159000,0,10,48.402000,93
Rancho,bacchpilu,50.158000000000001,43,0.895349,0.344000,1,8,48.402000,33
Rancho,bacchpilu,50.246000000000002,43,0.918605,0.088000,1,7,48.402000,99
Rancho,bacchpilu,50.354999999999997,43,0.941860,0.109000,2,7,48.402000,99
Rancho,bacchpilu,50.384,43,0.965116,0.029000,2,7,48.402000,98
Rancho,bacchpilu,50.423999999999999,43,0.988372,0.040000,2,6,48.402000,95
Rancho,bacchpilu,2.0219999999999998,38,0.013158,2.022000,1,4,48.327000,78
Rancho,bacchpilu,2.0590000000000002,38,0.039474,0.037000,1,4,48.327000,90
Rancho,bacchpilu,2.21,38,0.065789,0.151000,0,5,48.327000,9
Rancho,bacchpilu,2.823,38,0.092105,0.613000,0,6,48.327000,87
Rancho,bacchpilu,2.99,38,0.118421,0.167000,0,6,48.327000,91
Rancho,bacchpilu,3.13,38,0.144737,0.140000,0,4,48.327000,40
Rancho,bacchpilu,3.7240000000000002,38,0.171053,0.594000,0,3,48.327000,72
Rancho,bacchpilu,4.798,38,0.197368,1.074000,0,1,48.327000,90
Rancho,bacchpilu,4.9729999999999999,38,0.223684,0.175000,0,1,48.327000,38
Rancho,bacchpilu,6.7249999999999996,38,0.250000,1.752000,0,0,48.327000,27
Rancho,bacchpilu,7.7679999999999998,38,0.276316,1.043000,0,0,48.327000,43
Rancho,bacchpilu,8.7889999999999997,38,0.302632,1.021000,0,0,48.327000,91
Rancho,bacchpilu,10.144,38,0.328947,1.355000,0,0,48.327000,83
Rancho,bacchpilu,18.745999999999999,38,0.355263,8.602000,0,0,48.327000,91
Rancho,bacchpilu,20.251000000000001,38,0.381579,1.505000,0,1,48.327000,81
Rancho,bacchpilu,20.966000000000001,38,0.407895,0.715000,0,2,48.327000,95
Rancho,bacchpilu,21.792999999999999,38,0.434211,0.827000,0,1,48.327000,91
Rancho,bacchpilu,24.858000000000001,38,0.460526,3.065000,0,0,48.327000,81
Rancho,bacchpilu,26.831,38,0.486842,1.973000,0,1,48.327000,74
Rancho,bacchpilu,27.507000000000001,38,0.513158,0.676000,0,1,48.327000,94
Rancho,bacchpilu,28.532,38,0.539474,1.025000,0,2,48.327000,93
Rancho,bacchpilu,28.949000000000002,38,0.565789,0.417000,0,2,48.327000,94
Rancho,bacchpilu,29.478000000000002,38,0.592105,0.529000,0,2,48.327000,60
Rancho,bacchpilu,30.913,38,0.618421,1.435000,0,0,48.327000,70
Rancho,bacchpilu,32.091999999999999,38,0.644737,1.179000,0,0,48.327000,64
Rancho,bacchpilu,35.523000000000003,38,0.671053,3.431000,0,0,48.327000,53
Rancho,bacchpilu,47.430999999999997,38,0.697368,11.908000,0,3,48.327000,78
Rancho,bacchpilu,47.9,38,0.723684,0.469000,0,4,48.327000,49
Rancho,bacchpilu,48.33,38,0.750000,0.430000,1,7,48.327000,38
Rancho,bacchpilu,48.359000000000002,38,0.776316,0.029000,1,7,48.327000,86
Rancho,bacchpilu,48.823,38,0.802632,0.464000,0,9,48.327000,99
Rancho,bacchpilu,49.003,38,0.828947,0.180000,1,8,48.327000,96
Rancho,bacchpilu,49.055999999999997,38,0.855263,0.053000,1,8,48.327000,90
Rancho,bacchpilu,49.23,38,0.881579,0.174000,0,8,48.327000,96
Rancho,bacchpilu,49.423000000000002,38,0.907895,0.193000,0,7,48.327000,97
Rancho,bacchpilu,49.658999999999999,38,0.934211,0.236000,0,7,48.327000,92
Rancho,bacchpilu,49.813000000000002,38,0.960526,0.154000,0,7,48.327000,98
Rancho,bacchpilu,50.348999999999997,38,0.986842,0.536000,0,3,48.327000,93
Rancho,bacchpilu,2.0289999999999999,22,0.022727,2.029000,0,2,47.789000,83
Rancho,bacchpilu,2.2650000000000001,22,0.068182,0.236000,0,2,47.789000,52
Rancho,bacchpilu,2.996,22,0.113636,0.731000,0,3,47.789000,91
Rancho,bacchpilu,3.7320000000000002,22,0.159091,0.736000,0,1,47.789000,83
Rancho,bacchpilu,4.8079999999999998,22,0.204545,1.076000,0,0,47.789000,90
Rancho,bacchpilu,8.8179999999999996,22,0.250000,4.010000,0,0,47.789000,91
Rancho,bacchpilu,18.812000000000001,22,0.295455,9.994000,0,0,47.789000,83
Rancho,bacchpilu,20.978000000000002,22,0.340909,2.166000,0,1,47.789000,94
Rancho,bacchpilu,21.843,22,0.386364,0.865000,0,1,47.789000,91
Rancho,bacchpilu,24.901,22,0.431818,3.058000,0,0,47.789000,90
Rancho,bacchpilu,27.567,22,0.477273,2.666000,0,0,47.789000,97
Rancho,bacchpilu,28.994,22,0.522727,1.427000,0,1,47.789000,93
Rancho,bacchpilu,29.536999999999999,22,0.568182,0.543000,0,1,47.789000,94
Rancho,bacchpilu,35.61,22,0.613636,6.073000,0,0,47.789000,36
Rancho,bacchpilu,47.201000000000001,22,0.659091,11.591000,0,2,47.789000,53
Rancho,bacchpilu,47.402999999999999,22,0.704545,0.202000,0,3,47.789000,47
Rancho,bacchpilu,48.040999999999997,22,0.750000,0.638000,0,6,47.789000,53
Rancho,bacchpilu,48.335000000000001,22,0.795455,0.294000,0,5,47.789000,53
Rancho,bacchpilu,48.591000000000001,22,0.840909,0.256000,0,4,47.789000,55
Rancho,bacchpilu,48.825000000000003,22,0.886364,0.234000,0,5,47.789000,99
Rancho,bacchpilu,49.003999999999998,22,0.931818,0.179000,0,5,47.789000,59
Rancho,bacchpilu,49.817999999999998,22,0.977273,0.814000,0,2,47.789000,16
Rancho,dipauran,1.9470000000000001,20,0.025000,1.947000,1,3,48.472000,64
Rancho,dipauran,2.0259999999999998,20,0.075000,0.079000,2,4,48.472000,83
Rancho,dipauran,2.056,20,0.125000,0.030000,1,4,48.472000,72
Rancho,dipauran,2.2040000000000002,20,0.175000,0.148000,0,4,48.472000,7
Rancho,dipauran,2.9929999999999999,20,0.225000,0.789000,0,5,48.472000,90
Rancho,dipauran,3.2320000000000002,20,0.275000,0.239000,0,2,48.472000,72
Rancho,dipauran,3.738,20,0.325000,0.506000,0,2,48.472000,83
Rancho,dipauran,4.8010000000000002,20,0.375000,1.063000,0,0,48.472000,90
Rancho,dipauran,6.2450000000000001,20,0.425000,1.444000,0,0,48.472000,35
Rancho,dipauran,10.167999999999999,20,0.475000,3.923000,0,0,48.472000,83
Rancho,dipauran,14.683999999999999,20,0.525000,4.516000,0,0,48.472000,74
Rancho,dipauran,18.792000000000002,20,0.575000,4.108000,0,0,48.472000,83
Rancho,dipauran,20.984999999999999,20,0.625000,2.193000,0,0,48.472000,91
Rancho,dipauran,27.635000000000002,20,0.675000,6.650000,0,0,48.472000,91
Rancho,dipauran,29.571999999999999,20,0.725000,1.937000,0,0,48.472000,91
Rancho,dipauran,47.198999999999998,20,0.775000,17.627000,0,1,48.472000,53
Rancho,dipauran,47.398000000000003,20,0.825000,0.199000,0,1,48.472000,50
Rancho,dipauran,49.819000000000003,20,0.875000,2.421000,0,2,48.472000,98
Rancho,dipauran,50.384,20,0.925000,0.565000,1,2,48.472000,96
Rancho,dipauran,50.418999999999997,20,0.975000,0.035000,1,2,48.472000,99
Rancho,dipauran,2.016,7,0.071429,2.016000,1,4,2.786000,78
Rancho,dipauran,2.056,7,0.214286,0.040000,1,4,2.786000,90
Rancho,dipauran,2.2010000000000001,7,0.357143,0.145000,0,5,2.786000,7
Rancho,dipauran,2.8250000000000002,7,0.500000,0.624000,0,5,2.786000,90
Rancho,dipauran,2.9910000000000001,7,0.642857,0.166000,0,5,2.786000,91
Rancho,dipauran,3.1379999999999999,7,0.785714,0.147000,0,3,2.786000,9
Rancho,dipauran,4.8019999999999996,7,0.928571,1.664000,0,0,2.786000,90
Rancho,dipauran,2.0219999999999998,23,0.021739,2.022000,1,3,48.296000,83
Rancho,dipauran,2.056,23,0.065217,0.034000,1,3,48.296000,80
Rancho,dipauran,2.214,23,0.108696,0.158000,0,4,48.296000,7
Rancho,dipauran,2.9929999999999999,23,0.152174,0.779000,0,6,48.296000,91
Rancho,dipauran,3.1320000000000001,23,0.195652,0.139000,1,4,48.296000,5
Rancho,dipauran,3.226,23,0.239130,0.094000,1,3,48.296000,78
Rancho,dipauran,3.73,23,0.282609,0.504000,0,3,48.296000,90
Rancho,dipauran,4.8019999999999996,23,0.326087,1.072000,0,0,48.296000,86
Rancho,dipauran,8.8119999999999994,23,0.369565,4.010000,0,0,48.296000,87
Rancho,dipauran,10.119999999999999,23,0.413043,1.308000,0,0,48.296000,83
Rancho,dipauran,18.731999999999999,23,0.456522,8.612000,0,0,48.296000,91
Rancho,dipauran,20.981999999999999,23,0.500000,2.250000,0,1,48.296000,78
Rancho,dipauran,21.7,23,0.543478,0.718000,0,1,48.296000,91
Rancho,dipauran,27.637,23,0.586957,5.937000,0,0,48.296000,94
Rancho,dipauran,29.532,23,0.630435,1.895000,0,0,48.296000,94
Rancho,dipauran,47.195,23,0.673913,17.663000,0,0,48.296000,43
Rancho,dipauran,48.322000000000003,23,0.717391,1.127000,0,3,48.296000,53
Rancho,dipauran,48.725999999999999,23,0.760870,0.404000,1,4,48.296000,96
Rancho,dipauran,48.823,23,0.804348,0.097000,1,5,48.296000,99
Rancho,dipauran,48.993000000000002,23,0.847826,0.170000,0,5,48.296000,49
Rancho,dipauran,49.652000000000001,23,0.891304,0.659000,0,5,48.296000,64
Rancho,dipauran,49.817999999999998,23,0.934783,0.166000,0,4,48.296000,99
Rancho,dipauran,50.317999999999998,23,0.978261,0.500000,0,2,48.296000,99
Rancho,dipauran,2.0219999999999998,16,0.031250,2.022000,1,4,47.096000,78
Rancho,dipauran,2.0550000000000002,16,0.093750,0.033000,1,4,47.096000,90
Rancho,dipauran,2.2010000000000001,16,0.156250,0.146000,0,5,47.096000,7
Rancho,dipauran,2.8239999999999998,16,0.218750,0.623000,0,6,47.096000,86
Rancho,dipauran,2.992,16,0.281250,0.168000,0,6,47.096000,90
Rancho,dipauran,3.14,16,0.343750,0.148000,0,4,47.096000,10
Rancho,dipauran,3.7330000000000001,16,0.406250,0.593000,0,3,47.096000,83
Rancho,dipauran,4.7960000000000003,16,0.468750,1.063000,0,0,47.096000,86
Rancho,dipauran,8.8160000000000007,16,0.531250,4.020000,0,0,47.096000,91
Rancho,dipauran,10.169,16,0.593750,1.353000,0,0,47.096000,83
Rancho,dipauran,18.763999999999999,16,0.656250,8.595000,0,0,47.096000,91
Rancho,dipauran,27.638999999999999,16,0.718750,8.875000,0,0,47.096000,91
Rancho,dipauran,29.565999999999999,16,0.781250,1.927000,0,0,47.096000,94
Rancho,dipauran,47.198,16,0.843750,17.632000,0,1,47.096000,50
Rancho,dipauran,47.398000000000003,16,0.906250,0.200000,0,1,47.096000,72
Rancho,dipauran,49.118000000000002,16,0.968750,1.720000,0,0,47.096000,98
Rancho,dipauran,2.0219999999999998,19,0.026316,2.022000,1,4,48.229000,78
Rancho,dipauran,2.056,19,0.078947,0.034000,1,4,48.229000,80
Rancho,dipauran,2.2010000000000001,19,0.131579,0.145000,0,5,48.229000,9
Rancho,dipauran,2.8250000000000002,19,0.184211,0.624000,0,6,48.229000,86
Rancho,dipauran,2.992,19,0.236842,0.167000,0,6,48.229000,91
Rancho,dipauran,3.1389999999999998,19,0.289474,0.147000,0,4,48.229000,10
Rancho,dipauran,3.7320000000000002,19,0.342105,0.593000,0,3,48.229000,86
Rancho,dipauran,4.8010000000000002,19,0.394737,1.069000,0,0,48.229000,90
Rancho,dipauran,8.81,19,0.447368,4.009000,0,0,48.229000,59
Rancho,dipauran,10.161,19,0.500000,1.351000,0,0,48.229000,78
Rancho,dipauran,18.734000000000002,19,0.552632,8.573000,0,0,48.229000,91
Rancho,dipauran,29.559000000000001,19,0.605263,10.825000,0,0,48.229000,94
Rancho,dipauran,47.198,19,0.657895,17.639000,0,1,48.229000,80
Rancho,dipauran,47.338999999999999,19,0.710526,0.141000,0,1,48.229000,80
Rancho,dipauran,48.723999999999997,19,0.763158,1.385000,0,3,48.229000,90
Rancho,dipauran,48.823999999999998,19,0.815789,0.100000,0,3,48.229000,99
Rancho,dipauran,49.003,19,0.868421,0.179000,0,3,48.229000,64
Rancho,dipauran,49.655999999999999,19,0.921053,0.653000,0,4,48.229000,91
Rancho,dipauran,50.250999999999998,19,0.973684,0.595000,0,1,48.229000,99
Rancho,dipauran,2.0270000000000001,18,0.027778,2.027000,1,5,48.369000,45
Rancho,dipauran,2.0499999999999998,18,0.083333,0.023000,1,5,48.369000,83
Rancho,dipauran,2.1930000000000001,18,0.138889,0.143000,0,6,48.369000,9
Rancho,dipauran,2.4409999999999998,18,0.194444,0.248000,0,6,48.369000,14
Rancho,dipauran,2.8239999999999998,18,0.250000,0.383000,0,7,48.369000,80
Rancho,dipauran,2.9910000000000001,18,0.305556,0.167000,0,7,48.369000,91
Rancho,dipauran,3.1379999999999999,18,0.361111,0.147000,0,5,48.369000,14
Rancho,dipauran,3.7320000000000002,18,0.416667,0.594000,0,3,48.369000,78
Rancho,dipauran,4.8010000000000002,18,0.472222,1.069000,0,0,48.369000,91
Rancho,dipauran,8.8160000000000007,18,0.527778,4.015000,0,0,48.369000,90
Rancho,dipauran,10.157,18,0.583333,1.341000,0,0,48.369000,83
Rancho,dipauran,18.771999999999998,18,0.638889,8.615000,0,0,48.369000,91
Rancho,dipauran,27.635000000000002,18,0.694444,8.863000,0,0,48.369000,94
Rancho,dipauran,29.56,18,0.750000,1.925000,0,0,48.369000,93
Rancho,dipauran,44.683,18,0.805556,15.123000,0,0,48.369000,9
Rancho,dipauran,47.198999999999998,18,0.861111,2.516000,0,0,48.369000,50
Rancho,dipauran,48.819000000000003,18,0.916667,1.620000,0,0,48.369000,99
Rancho,dipauran,50.396000000000001,18,0.972222,1.577000,0,0,48.369000,93
Rancho,francal,1.788,12,0.041667,1.788000,0,1,27.770000,7
Rancho,francal,2.0640000000000001,12,0.125000,0.276000,0,2,27.770000,90
Rancho,francal,2.9950000000000001,12,0.208333,0.931000,0,3,27.770000,83
Rancho,francal,3.24,12,0.291667,0.245000,0,2,27.770000,50
Rancho,francal,3.7370000000000001,12,0.375000,0.497000,0,2,27.770000,83
Rancho,francal,4.8010000000000002,12,0.458333,1.064000,0,0,27.770000,86
Rancho,francal,8.8330000000000002,12,0.541667,4.032000,0,0,27.770000,83
Rancho,francal,10.167999999999999,12,0.625000,1.335000,0,0,27.770000,83
Rancho,francal,18.940999999999999,12,0.708333,8.773000,0,0,27.770000,83
Rancho,francal,21.696000000000002,12,0.791667,2.755000,0,0,27.770000,83
Rancho,francal,27.635999999999999,12,0.875000,5.940000,0,0,27.770000,94
Rancho,francal,29.558,12,0.958333,1.922000,0,0,27.770000,91
Rancho,francal,2.0739999999999998,16,0.031250,2.074000,0,1,47.014000,91
Rancho,francal,2.9860000000000002,16,0.093750,0.912000,0,4,47.014000,91
Rancho,francal,3.1190000000000002,16,0.156250,0.133000,0,3,47.014000,38
Rancho,francal,3.2349999999999999,16,0.218750,0.116000,0,3,47.014000,90
Rancho,francal,3.7280000000000002,16,0.281250,0.493000,0,3,47.014000,83
Rancho,francal,4.8079999999999998,16,0.343750,1.080000,0,0,47.014000,90
Rancho,francal,5.9420000000000002,16,0.406250,1.134000,0,0,47.014000,90
Rancho,francal,8.81,16,0.468750,2.868000,0,0,47.014000,59
Rancho,francal,10.141999999999999,16,0.531250,1.332000,0,0,47.014000,53
Rancho,francal,18.756,16,0.593750,8.614000,0,0,47.014000,95
Rancho,francal,24.888000000000002,16,0.656250,6.132000,0,0,47.014000,94
Rancho,francal,27.617000000000001,16,0.718750,2.729000,0,0,47.014000,91
Rancho,francal,29.55,16,0.781250,1.933000,0,0,47.014000,94
Rancho,francal,47.192999999999998,16,0.843750,17.643000,0,0,47.014000,50
Rancho,francal,48.695999999999998,16,0.906250,1.503000,0,1,47.014000,93
Rancho,francal,49.088000000000001,16,0.968750,0.392000,0,1,47.014000,58
Rancho,francal,2.0750000000000002,15,0.033333,2.075000,0,2,47.142000,91
Rancho,francal,2.8170000000000002,15,0.100000,0.742000,0,4,47.142000,86
Rancho,francal,2.99,15,0.166667,0.173000,0,4,47.142000,90
Rancho,francal,3.137,15,0.233333,0.147000,0,3,47.142000,15
Rancho,francal,3.7269999999999999,15,0.300000,0.590000,0,3,47.142000,83
Rancho,francal,4.8019999999999996,15,0.366667,1.075000,0,0,47.142000,90
Rancho,francal,5.9130000000000003,15,0.433333,1.111000,0,0,47.142000,90
Rancho,francal,8.8209999999999997,15,0.500000,2.908000,0,0,47.142000,90
Rancho,francal,10.176,15,0.566667,1.355000,0,0,47.142000,64
Rancho,francal,18.762,15,0.633333,8.586000,0,0,47.142000,91
Rancho,francal,21.695,15,0.700000,2.933000,0,0,47.142000,94
Rancho,francal,29.568999999999999,15,0.766667,7.874000,0,0,47.142000,93
Rancho,francal,47.023000000000003,15,0.833333,17.454000,0,1,47.142000,72
Rancho,francal,47.401000000000003,15,0.900000,0.378000,0,1,47.142000,50
Rancho,francal,49.216999999999999,15,0.966667,1.816000,0,0,47.142000,50
Rancho,francal,2.0750000000000002,12,0.041667,2.075000,0,1,45.331000,90
Rancho,francal,2.9950000000000001,12,0.125000,0.920000,0,3,45.331000,90
Rancho,francal,3.2480000000000002,12,0.208333,0.253000,0,2,45.331000,80
Rancho,francal,3.7389999999999999,12,0.291667,0.491000,0,2,45.331000,83
Rancho,francal,4.8099999999999996,12,0.375000,1.071000,0,0,45.331000,90
Rancho,francal,5.9569999999999999,12,0.458333,1.147000,0,0,45.331000,91
Rancho,francal,8.8379999999999992,12,0.541667,2.881000,0,0,45.331000,83
Rancho,francal,18.876999999999999,12,0.625000,10.039000,0,0,45.331000,74
Rancho,francal,21.707999999999998,12,0.708333,2.831000,0,0,45.331000,91
Rancho,francal,29.584,12,0.791667,7.876000,0,0,45.331000,87
Rancho,francal,47.206000000000003,12,0.875000,17.622000,0,1,45.331000,50
Rancho,francal,47.405999999999999,12,0.958333,0.200000,0,1,45.331000,53
Rancho,francal,2.0760000000000001,18,0.027778,2.076000,0,2,47.583000,91
Rancho,francal,2.823,18,0.083333,0.747000,0,4,47.583000,86
Rancho,francal,2.99,18,0.138889,0.167000,0,4,47.583000,91
Rancho,francal,3.1360000000000001,18,0.194444,0.146000,0,3,47.583000,10
Rancho,francal,3.7280000000000002,18,0.250000,0.592000,0,3,47.583000,74
Rancho,francal,4.8019999999999996,18,0.305556,1.074000,0,0,47.583000,90
Rancho,francal,5.9119999999999999,18,0.361111,1.110000,0,1,47.583000,90
Rancho,francal,6.2380000000000004,18,0.416667,0.326000,0,1,47.583000,38
Rancho,francal,8.8230000000000004,18,0.472222,2.585000,0,0,47.583000,83
Rancho,francal,10.164999999999999,18,0.527778,1.342000,0,0,47.583000,59
Rancho,francal,18.789000000000001,18,0.583333,8.624000,0,0,47.583000,83
Rancho,francal,21.696000000000002,18,0.638889,2.907000,0,0,47.583000,94
Rancho,francal,27.643000000000001,18,0.694444,5.947000,0,0,47.583000,90
Rancho,francal,29.587,18,0.750000,1.944000,0,0,47.583000,86
Rancho,francal,46.250999999999998,18,0.805556,16.664000,0,0,47.583000,53
Rancho,francal,48.716999999999999,18,0.861111,2.466000,0,2,47.583000,87
Rancho,francal,49.003999999999998,18,0.916667,0.287000,0,2,47.583000,95
Rancho,francal,49.658999999999999,18,0.972222,0.655000,0,2,47.583000,90
Rancho,pinusrad,2.024,4,0.125000,2.024000,0,1,3.805000,86
Rancho,pinusrad,2.2879999999999998,4,0.375000,0.264000,0,1,3.805000,50
Rancho,pinusrad,4.6059999999999999,4,0.625000,2.318000,0,0,3.805000,90
Rancho,pinusrad,5.8289999999999997,4,0.875000,1.223000,0,0,3.805000,9
Rancho,pinusrad,2.0299999999999998,12,0.041667,2.030000,0,1,45.179000,83
Rancho,pinusrad,2.2639999999999998,12,0.125000,0.234000,0,1,45.179000,58
Rancho,pinusrad,3.6389999999999998,12,0.208333,1.375000,0,0,45.179000,83
Rancho,pinusrad,4.8109999999999999,12,0.291667,1.172000,0,0,45.179000,90
Rancho,pinusrad,8.8330000000000002,12,0.375000,4.022000,0,0,45.179000,90
Rancho,pinusrad,18.923999999999999,12,0.458333,10.091000,0,0,45.179000,83
Rancho,pinusrad,20.989000000000001,12,0.541667,2.065000,0,1,45.179000,94
Rancho,pinusrad,21.704999999999998,12,0.625000,0.716000,0,1,45.179000,94
Rancho,pinusrad,27.632000000000001,12,0.708333,5.927000,0,0,45.179000,94
Rancho,pinusrad,29.581,12,0.791667,1.949000,0,0,45.179000,94
Rancho,pinusrad,46.92,12,0.875000,17.339000,0,1,45.179000,90
Rancho,pinusrad,47.209000000000003,12,0.958333,0.289000,0,1,45.179000,50
Rancho,pinusrad,2.0419999999999998,20,0.025000,2.042000,0,3,46.550000,90
Rancho,pinusrad,2.2360000000000002,20,0.075000,0.194000,0,4,46.550000,40
Rancho,pinusrad,2.8039999999999998,20,0.125000,0.568000,0,5,46.550000,78
Rancho,pinusrad,2.9750000000000001,20,0.175000,0.171000,0,5,46.550000,91
Rancho,pinusrad,3.1269999999999998,20,0.225000,0.152000,0,4,46.550000,7
Rancho,pinusrad,3.7210000000000001,20,0.275000,0.594000,0,3,46.550000,83
Rancho,pinusrad,4.7880000000000003,20,0.325000,1.067000,0,1,46.550000,90
Rancho,pinusrad,5.69,20,0.375000,0.902000,0,1,46.550000,40
Rancho,pinusrad,8.8140000000000001,20,0.425000,3.124000,0,0,46.550000,90
Rancho,pinusrad,18.818000000000001,20,0.475000,10.004000,0,0,46.550000,91
Rancho,pinusrad,20.963000000000001,20,0.525000,2.145000,0,1,46.550000,94
Rancho,pinusrad,21.683,20,0.575000,0.720000,0,1,46.550000,90
Rancho,pinusrad,24.863,20,0.625000,3.180000,0,0,46.550000,91
Rancho,pinusrad,26.303999999999998,20,0.675000,1.441000,0,0,46.550000,87
Rancho,pinusrad,27.574000000000002,20,0.725000,1.270000,0,0,46.550000,94
Rancho,pinusrad,29.56,20,0.775000,1.986000,0,1,46.550000,95
Rancho,pinusrad,29.988,20,0.825000,0.428000,0,1,46.550000,89
Rancho,pinusrad,46.912999999999997,20,0.875000,16.925000,0,0,46.550000,83
Rancho,pinusrad,48.040999999999997,20,0.925000,1.128000,0,1,46.550000,86
Rancho,pinusrad,48.591999999999999,20,0.975000,0.551000,0,1,46.550000,47
Rancho,pinusrad,2.0649999999999999,28,0.017857,2.065000,0,2,46.527000,90
Rancho,pinusrad,2.2029999999999998,28,0.053571,0.138000,0,2,46.527000,5
Rancho,pinusrad,2.988,28,0.089286,0.785000,0,4,46.527000,83
Rancho,pinusrad,3.24,28,0.125000,0.252000,0,2,46.527000,90
Rancho,pinusrad,3.7309999999999999,28,0.160714,0.491000,0,2,46.527000,78
Rancho,pinusrad,4.7990000000000004,28,0.196429,1.068000,0,1,46.527000,90
Rancho,pinusrad,5.6509999999999998,28,0.232143,0.852000,0,1,46.527000,50
Rancho,pinusrad,8.798,28,0.267857,3.147000,0,0,46.527000,83
Rancho,pinusrad,16.681999999999999,28,0.303571,7.884000,0,0,46.527000,74
Rancho,pinusrad,20.870999999999999,28,0.339286,4.189000,0,1,46.527000,95
Rancho,pinusrad,21.629000000000001,28,0.375000,0.758000,0,2,46.527000,97
Rancho,pinusrad,22.56,28,0.410714,0.931000,0,1,46.527000,93
Rancho,pinusrad,24.838999999999999,28,0.446429,2.279000,0,1,46.527000,91
Rancho,pinusrad,25.666,28,0.482143,0.827000,0,3,46.527000,93
Rancho,pinusrad,26.29,28,0.517857,0.624000,0,3,46.527000,87
Rancho,pinusrad,26.613,28,0.553571,0.323000,0,4,46.527000,58
Rancho,pinusrad,27.077999999999999,28,0.589286,0.465000,0,3,46.527000,94
Rancho,pinusrad,27.434999999999999,28,0.625000,0.357000,0,2,46.527000,94
Rancho,pinusrad,28.709,28,0.660714,1.274000,0,2,46.527000,81
Rancho,pinusrad,28.981000000000002,28,0.696429,0.272000,0,2,46.527000,95
Rancho,pinusrad,29.562000000000001,28,0.732143,0.581000,0,2,46.527000,70
Rancho,pinusrad,30.937000000000001,28,0.767857,1.375000,0,0,46.527000,90
