site,species,rt_minutes,run_n_peaks,rt_rank_frac,gap_prev_minutes,peaks_within_0p1min,peaks_within_1min,run_rt_span,match1_quality
EmersonOaks,eriofasc,1.784,51,0.029412,0.081000,1,8,48.826000,40
EmersonOaks,eriofasc,1.907,51,0.049020,0.123000,1,9,48.826000,9
EmersonOaks,eriofasc,1.9550000000000001,51,0.068627,0.048000,2,9,48.826000,49
EmersonOaks,eriofasc,2.032,51,0.088235,0.077000,2,10,48.826000,72
EmersonOaks,eriofasc,2.0670000000000002,51,0.107843,0.035000,1,10,48.826000,80
EmersonOaks,eriofasc,2.2200000000000002,51,0.127451,0.153000,0,11,48.826000,9
EmersonOaks,eriofasc,2.33,51,0.147059,0.110000,0,12,48.826000,9
EmersonOaks,eriofasc,2.448,51,0.166667,0.118000,0,12,48.826000,12
EmersonOaks,eriofasc,2.8420000000000001,51,0.186275,0.394000,0,11,48.826000,87
EmersonOaks,eriofasc,3.0129999999999999,51,0.205882,0.171000,0,9,48.826000,91
EmersonOaks,eriofasc,3.157,51,0.225490,0.144000,1,7,48.826000,10
EmersonOaks,eriofasc,3.2210000000000001,51,0.245098,0.064000,1,6,48.826000,72
EmersonOaks,eriofasc,3.7360000000000002,51,0.264706,0.515000,0,4,48.826000,72
EmersonOaks,eriofasc,4.8680000000000003,51,0.284314,1.132000,1,2,48.826000,90
EmersonOaks,eriofasc,4.923,51,0.303922,0.055000,1,2,48.826000,87
EmersonOaks,eriofasc,5.8550000000000004,51,0.323529,0.932000,0,3,48.826000,83
EmersonOaks,eriofasc,6.3250000000000002,51,0.343137,0.470000,0,1,48.826000,38
EmersonOaks,eriofasc,7.8470000000000004,51,0.362745,1.522000,0,2,48.826000,90
EmersonOaks,eriofasc,8.2569999999999997,51,0.382353,0.410000,0,2,48.826000,25
EmersonOaks,eriofasc,8.8350000000000009,51,0.401961,0.578000,0,2,48.826000,83
EmersonOaks,eriofasc,10.224,51,0.421569,1.389000,0,0,48.826000,83
EmersonOaks,eriofasc,11.346,51,0.441176,1.122000,0,0,48.826000,53
EmersonOaks,eriofasc,12.63,51,0.460784,1.284000,0,0,48.826000,50
EmersonOaks,eriofasc,14.824,51,0.480392,2.194000,0,0,48.826000,7
EmersonOaks,eriofasc,17.326000000000001,51,0.500000,2.502000,0,0,48.826000,91
EmersonOaks,eriofasc,18.774999999999999,51,0.519608,1.449000,0,0,48.826000,93
EmersonOaks,eriofasc,20.145,51,0.539216,1.370000,0,0,48.826000,83
EmersonOaks,eriofasc,21.294,51,0.558824,1.149000,0,1,48.826000,59
EmersonOaks,eriofasc,22.009,51,0.578431,0.715000,0,1,48.826000,78
EmersonOaks,eriofasc,26.036000000000001,51,0.598039,4.027000,0,0,48.826000,86
EmersonOaks,eriofasc,27.286999999999999,51,0.617647,1.251000,0,0,48.826000,90
EmersonOaks,eriofasc,28.933,51,0.637255,1.646000,0,1,48.826000,53
EmersonOaks,eriofasc,29.768000000000001,51,0.656863,0.835000,0,1,48.826000,83
EmersonOaks,eriofasc,35.612000000000002,51,0.676471,5.844000,0,0,48.826000,47
EmersonOaks,eriofasc,42.253999999999998,51,0.696078,6.642000,0,0,48.826000,40
EmersonOaks,eriofasc,46.344000000000001,51,0.715686,4.090000,0,0,48.826000,78
EmersonOaks,eriofasc,47.356999999999999,51,0.735294,1.013000,0,4,48.826000,80
EmersonOaks,eriofasc,47.816000000000003,51,0.754902,0.459000,1,6,48.826000,38
EmersonOaks,eriofasc,47.895000000000003,51,0.774510,0.079000,1,6,48.826000,98
EmersonOaks,eriofasc,48.204000000000001,51,0.794118,0.309000,0,8,48.826000,41
EmersonOaks,eriofasc,48.307000000000002,51,0.813725,0.103000,1,9,48.826000,91
EmersonOaks,eriofasc,48.378,51,0.833333,0.071000,1,9,48.826000,72
EmersonOaks,eriofasc,48.719000000000001,51,0.852941,0.341000,0,10,48.826000,95
EmersonOaks,eriofasc,49.098999999999997,51,0.872549,0.380000,1,8,48.826000,89
EmersonOaks,eriofasc,49.142000000000003,51,0.892157,0.043000,1,8,48.826000,94
EmersonOaks,eriofasc,49.247999999999998,51,0.911765,0.106000,0,7,48.826000,55
EmersonOaks,eriofasc,49.375999999999998,51,0.931373,0.128000,1,7,48.826000,94
EmersonOaks,eriofasc,49.439,51,0.950980,0.063000,1,6,48.826000,91
EmersonOaks,eriofasc,50.368000000000002,51,0.970588,0.929000,0,3,48.826000,92
EmersonOaks,eriofasc,50.529000000000003,51,0.990196,0.161000,0,1,48.826000,95
EmersonOaks,eriofasc,1.776,52,0.009615,1.776000,0,3,47.938000,42
EmersonOaks,eriofasc,2.028,52,0.028846,0.252000,1,5,47.938000,78
EmersonOaks,eriofasc,2.0619999999999998,52,0.048077,0.034000,1,5,47.938000,83
EmersonOaks,eriofasc,2.2090000000000001,52,0.067308,0.147000,0,6,47.938000,7
EmersonOaks,eriofasc,2.8450000000000002,52,0.086538,0.636000,0,7,47.938000,10
EmersonOaks,eriofasc,3.0150000000000001,52,0.105769,0.170000,0,7,47.938000,91
EmersonOaks,eriofasc,3.1549999999999998,52,0.125000,0.140000,1,5,47.938000,9
EmersonOaks,eriofasc,3.2290000000000001,52,0.144231,0.074000,1,4,47.938000,64
EmersonOaks,eriofasc,3.742,52,0.163462,0.513000,0,4,47.938000,83
EmersonOaks,eriofasc,4.8680000000000003,52,0.182692,1.126000,0,1,47.938000,86
EmersonOaks,eriofasc,5.8609999999999998,52,0.201923,0.993000,0,2,47.938000,90
EmersonOaks,eriofasc,6.3310000000000004,52,0.221154,0.470000,0,1,47.938000,72
EmersonOaks,eriofasc,7.8460000000000001,52,0.240385,1.515000,0,2,47.938000,90
EmersonOaks,eriofasc,8.2650000000000006,52,0.259615,0.419000,0,2,47.938000,43
EmersonOaks,eriofasc,8.8360000000000003,52,0.278846,0.571000,0,2,47.938000,91
EmersonOaks,eriofasc,10.201000000000001,52,0.298077,1.365000,0,0,47.938000,83
EmersonOaks,eriofasc,12.394,52,0.317308,2.193000,0,1,47.938000,43
EmersonOaks,eriofasc,12.664999999999999,52,0.336538,0.271000,0,1,47.938000,94
EmersonOaks,eriofasc,13.958,52,0.355769,1.293000,0,1,47.938000,90
EmersonOaks,eriofasc,14.827999999999999,52,0.375000,0.870000,0,1,47.938000,72
EmersonOaks,eriofasc,16.315000000000001,52,0.394231,1.487000,0,1,47.938000,59
EmersonOaks,eriofasc,17.239000000000001,52,0.413462,0.924000,0,1,47.938000,91
EmersonOaks,eriofasc,18.774000000000001,52,0.432692,1.535000,0,0,47.938000,95
EmersonOaks,eriofasc,20.157,52,0.451923,1.383000,0,1,47.938000,83
EmersonOaks,eriofasc,20.527000000000001,52,0.471154,0.370000,0,2,47.938000,9
EmersonOaks,eriofasc,21.277000000000001,52,0.490385,0.750000,0,2,47.938000,95
EmersonOaks,eriofasc,21.974,52,0.509615,0.697000,0,1,47.938000,2
EmersonOaks,eriofasc,23.811,52,0.528846,1.837000,0,0,47.938000,91
EmersonOaks,eriofasc,24.867999999999999,52,0.548077,1.057000,0,1,47.938000,72
EmersonOaks,eriofasc,25.207000000000001,52,0.567308,0.339000,0,2,47.938000,86
EmersonOaks,eriofasc,27.385999999999999,52,0.605769,1.326000,0,0,47.938000,90
EmersonOaks,eriofasc,28.959,52,0.625000,1.573000,0,1,47.938000,86
EmersonOaks,eriofasc,29.875,52,0.644231,0.916000,0,2,47.938000,72
EmersonOaks,eriofasc,30.809000000000001,52,0.663462,0.934000,0,2,47.938000,23
EmersonOaks,eriofasc,31.135000000000002,52,0.682692,0.326000,0,1,47.938000,28
EmersonOaks,eriofasc,35.619,52,0.701923,4.484000,0,0,47.938000,83
EmersonOaks,eriofasc,42.255000000000003,52,0.721154,6.636000,0,0,47.938000,38
EmersonOaks,eriofasc,43.963999999999999,52,0.740385,1.709000,0,1,47.938000,25
EmersonOaks,eriofasc,44.463000000000001,52,0.759615,0.499000,0,1,47.938000,59
EmersonOaks,eriofasc,46.966999999999999,52,0.778846,2.504000,0,3,47.938000,87
EmersonOaks,eriofasc,47.368000000000002,52,0.798077,0.401000,0,6,47.938000,52
EmersonOaks,eriofasc,47.816000000000003,52,0.817308,0.448000,1,9,47.938000,72
EmersonOaks,eriofasc,47.893999999999998,52,0.836538,0.078000,1,9,47.938000,98
EmersonOaks,eriofasc,48.064,52,0.855769,0.170000,0,8,47.938000,52
EmersonOaks,eriofasc,48.206000000000003,52,0.875000,0.142000,0,9,47.938000,72
EmersonOaks,eriofasc,48.307000000000002,52,0.894231,0.101000,1,9,47.938000,91
EmersonOaks,eriofasc,48.378999999999998,52,0.913462,0.072000,1,8,47.938000,80
EmersonOaks,eriofasc,48.720999999999997,52,0.932692,0.342000,1,9,47.938000,96
EmersonOaks,eriofasc,48.771999999999998,52,0.951923,0.051000,1,9,47.938000,96
EmersonOaks,eriofasc,49.11,52,0.971154,0.338000,0,6,47.938000,64
EmersonOaks,eriofasc,49.713999999999999,52,0.990385,0.604000,0,3,47.938000,50
EmersonOaks,eriofasc,1.7829999999999999,37,0.013514,1.783000,0,2,47.648000,4
EmersonOaks,eriofasc,2.0619999999999998,37,0.040541,0.279000,0,4,47.648000,90
EmersonOaks,eriofasc,2.206,37,0.067568,0.144000,0,5,47.648000,7
EmersonOaks,eriofasc,2.843,37,0.094595,0.637000,0,6,47.648000,78
EmersonOaks,eriofasc,3.016,37,0.121622,0.173000,0,6,47.648000,91
EmersonOaks,eriofasc,3.1640000000000001,37,0.148649,0.148000,1,5,47.648000,10
EmersonOaks,eriofasc,3.2290000000000001,37,0.175676,0.065000,1,4,47.648000,72
EmersonOaks,eriofasc,3.7440000000000002,37,0.202703,0.515000,0,4,47.648000,90
EmersonOaks,eriofasc,4.8680000000000003,37,0.229730,1.124000,0,0,47.648000,96
EmersonOaks,eriofasc,6.3330000000000002,37,0.256757,1.465000,0,0,47.648000,86
EmersonOaks,eriofasc,7.8559999999999999,37,0.283784,1.523000,0,2,47.648000,90
EmersonOaks,eriofasc,8.266,37,0.310811,0.410000,0,2,47.648000,58
EmersonOaks,eriofasc,8.85,37,0.337838,0.584000,0,2,47.648000,83
EmersonOaks,eriofasc,12.683,37,0.364865,3.833000,0,0,47.648000,91
EmersonOaks,eriofasc,13.962,37,0.391892,1.279000,0,1,47.648000,74
EmersonOaks,eriofasc,14.836,37,0.418919,0.874000,0,1,47.648000,53
EmersonOaks,eriofasc,16.344999999999999,37,0.445946,1.509000,0,1,47.648000,83
EmersonOaks,eriofasc,17.273,37,0.472973,0.928000,0,1,47.648000,91
EmersonOaks,eriofasc,18.783000000000001,37,0.500000,1.510000,0,0,47.648000,91
EmersonOaks,eriofasc,20.158000000000001,37,0.527027,1.375000,0,1,47.648000,83
EmersonOaks,eriofasc,20.521999999999998,37,0.554054,0.364000,0,2,47.648000,83
EmersonOaks,eriofasc,21.276,37,0.581081,0.754000,0,2,47.648000,86
EmersonOaks,eriofasc,22.042999999999999,37,0.608108,0.767000,0,1,47.648000,94
EmersonOaks,eriofasc,26.027000000000001,37,0.635135,3.984000,0,0,47.648000,95
EmersonOaks,eriofasc,28.966999999999999,37,0.662162,2.940000,0,1,47.648000,91
EmersonOaks,eriofasc,29.893000000000001,37,0.689189,0.926000,0,1,47.648000,68
EmersonOaks,eriofasc,35.616999999999997,37,0.716216,5.724000,0,0,47.648000,64
EmersonOaks,eriofasc,46.966999999999999,37,0.743243,11.350000,0,2,47.648000,72
EmersonOaks,eriofasc,47.817999999999998,37,0.770270,0.851000,1,7,47.648000,72
EmersonOaks,eriofasc,47.893000000000001,37,0.797297,0.075000,1,7,47.648000,97
EmersonOaks,eriofasc,48.064999999999998,37,0.824324,0.172000,0,6,47.648000,72
EmersonOaks,eriofasc,48.215000000000003,37,0.851351,0.150000,1,7,47.648000,93
EmersonOaks,eriofasc,48.308999999999997,37,0.878378,0.094000,2,7,47.648000,80
EmersonOaks,eriofasc,48.381,37,0.905405,0.072000,1,7,47.648000,91
EmersonOaks,eriofasc,48.725000000000001,37,0.932432,0.344000,0,8,47.648000,96
EmersonOaks,eriofasc,49.113999999999997,37,0.959459,0.389000,0,5,47.648000,52
EmersonOaks,eriofasc,49.430999999999997,37,0.986486,0.317000,0,2,47.648000,64
EmersonOaks,quercusberb,1.7869999999999999,12,0.041667,1.787000,0,1,46.110000,5
EmersonOaks,quercusberb,2.0760000000000001,12,0.125000,0.289000,0,3,46.110000,90
EmersonOaks,quercusberb,2.843,12,0.208333,0.767000,0,5,46.110000,86
EmersonOaks,quercusberb,3.0129999999999999,12,0.291667,0.170000,0,5,46.110000,91
EmersonOaks,quercusberb,3.16,12,0.375000,0.147000,0,4,46.110000,11
EmersonOaks,quercusberb,3.266,12,0.458333,0.106000,0,4,46.110000,72
EmersonOaks,quercusberb,3.7490000000000001,12,0.541667,0.483000,0,4,46.110000,90
EmersonOaks,quercusberb,4.867,12,0.625000,1.118000,0,0,46.110000,90
EmersonOaks,quercusberb,5.9569999999999999,12,0.708333,1.090000,0,0,46.110000,91
EmersonOaks,quercusberb,8.9369999999999994,12,0.791667,2.980000,0,0,46.110000,83
EmersonOaks,quercusberb,46.966999999999999,12,0.875000,38.030000,0,1,46.110000,40
EmersonOaks,quercusberb,47.896999999999998,12,0.958333,0.930000,0,1,46.110000,97
EmersonOaks,quercusberb,2.0760000000000001,18,0.027778,2.076000,0,1,46.619000,91
EmersonOaks,quercusberb,2.9929999999999999,18,0.083333,0.917000,0,4,46.619000,87
EmersonOaks,quercusberb,3.1379999999999999,18,0.138889,0.145000,0,3,46.619000,30
EmersonOaks,quercusberb,3.24,18,0.194444,0.102000,0,3,46.619000,87
EmersonOaks,quercusberb,3.7330000000000001,18,0.250000,0.493000,0,3,46.619000,83
EmersonOaks,quercusberb,4.8070000000000004,18,0.305556,1.074000,0,0,46.619000,90
EmersonOaks,quercusberb,5.9720000000000004,18,0.361111,1.165000,0,0,46.619000,90
EmersonOaks,quercusberb,8.827,18,0.416667,2.855000,0,0,46.619000,86
EmersonOaks,quercusberb,18.721,18,0.472222,9.894000,0,0,46.619000,94
EmersonOaks,quercusberb,29.602,18,0.527778,10.881000,0,0,46.619000,90
EmersonOaks,quercusberb,35.305999999999997,18,0.583333,5.704000,0,0,46.619000,40
EmersonOaks,quercusberb,47.332000000000001,18,0.638889,12.026000,0,4,46.619000,38
EmersonOaks,quercusberb,47.780999999999999,18,0.694444,0.449000,1,6,46.619000,86
EmersonOaks,quercusberb,47.853000000000002,18,0.750000,0.072000,1,6,46.619000,98
EmersonOaks,quercusberb,48.030999999999999,18,0.805556,0.178000,0,6,46.619000,74
EmersonOaks,quercusberb,48.180999999999997,18,0.861111,0.150000,0,6,46.619000,74
EmersonOaks,quercusberb,48.347999999999999,18,0.916667,0.167000,0,5,46.619000,64
EmersonOaks,quercusberb,48.695,18,0.972222,0.347000,0,5,46.619000,96
EmersonOaks,quercusberb,2.0819999999999999,37,0.013514,2.082000,0,2,48.135000,90
EmersonOaks,quercusberb,2.8279999999999998,37,0.040541,0.746000,0,5,48.135000,9
EmersonOaks,quercusberb,3.0139999999999998,37,0.067568,0.186000,0,5,48.135000,91
EmersonOaks,quercusberb,3.1589999999999998,37,0.094595,0.145000,0,4,48.135000,10
EmersonOaks,quercusberb,3.2690000000000001,37,0.121622,0.110000,0,4,48.135000,90
EmersonOaks,quercusberb,3.742,37,0.148649,0.473000,0,4,48.135000,83
EmersonOaks,quercusberb,4.8600000000000003,37,0.175676,1.118000,0,0,48.135000,91
EmersonOaks,quercusberb,5.9219999999999997,37,0.202703,1.062000,0,1,48.135000,90
EmersonOaks,quercusberb,6.327,37,0.229730,0.405000,0,1,48.135000,38
EmersonOaks,quercusberb,7.8479999999999999,37,0.256757,1.521000,0,1,48.135000,90
EmersonOaks,quercusberb,8.2759999999999998,37,0.283784,0.428000,0,2,48.135000,25
EmersonOaks,quercusberb,8.8480000000000008,37,0.310811,0.572000,0,1,48.135000,91
EmersonOaks,quercusberb,10.323,37,0.337838,1.475000,0,0,48.135000,41
EmersonOaks,quercusberb,11.664,37,0.364865,1.341000,0,0,48.135000,64
EmersonOaks,quercusberb,12.683,37,0.391892,1.019000,0,0,48.135000,49
EmersonOaks,quercusberb,14.839,37,0.418919,2.156000,0,0,48.135000,64
EmersonOaks,quercusberb,18.739000000000001,37,0.445946,3.900000,0,0,48.135000,91
EmersonOaks,quercusberb,21.277999999999999,37,0.472973,2.539000,0,0,48.135000,59
EmersonOaks,quercusberb,35.621000000000002,37,0.500000,14.343000,0,0,48.135000,64
EmersonOaks,quercusberb,47.253999999999998,37,0.527027,11.633000,0,6,48.135000,87
EmersonOaks,quercusberb,47.372999999999998,37,0.554054,0.119000,0,7,48.135000,76
EmersonOaks,quercusberb,47.7,37,0.581081,0.327000,0,9,48.135000,50
EmersonOaks,quercusberb,47.814,37,0.608108,0.114000,1,10,48.135000,86
EmersonOaks,quercusberb,47.889000000000003,37,0.635135,0.075000,1,11,48.135000,98
EmersonOaks,quercusberb,48.058999999999997,37,0.662162,0.170000,0,12,48.135000,83
EmersonOaks,quercusberb,48.207000000000001,37,0.689189,0.148000,1,13,48.135000,95
EmersonOaks,quercusberb,48.304000000000002,37,0.716216,0.097000,2,13,48.135000,80
EmersonOaks,quercusberb,48.375,37,0.743243,0.071000,1,12,48.135000,87
EmersonOaks,quercusberb,48.655999999999999,37,0.770270,0.281000,1,13,48.135000,87
EmersonOaks,quercusberb,48.715000000000003,37,0.797297,0.059000,1,13,48.135000,96
EmersonOaks,quercusberb,48.847999999999999,37,0.824324,0.133000,0,12,48.135000,98
EmersonOaks,quercusberb,49.021999999999998,37,0.851351,0.174000,1,11,48.135000,95
EmersonOaks,quercusberb,49.091999999999999,37,0.878378,0.070000,1,10,48.135000,89
EmersonOaks,quercusberb,49.241999999999997,37,0.905405,0.150000,0,10,48.135000,90
EmersonOaks,quercusberb,49.438000000000002,37,0.932432,0.196000,0,8,48.135000,78
EmersonOaks,quercusberb,49.689,37,0.959459,0.251000,0,7,48.135000,95
EmersonOaks,quercusberb,50.216999999999999,37,0.986486,0.528000,0,3,48.135000,64
EmersonOaks,quercusberb,2.0830000000000002,24,0.020833,2.083000,0,2,47.021000,90
EmersonOaks,quercusberb,2.8420000000000001,24,0.062500,0.759000,0,5,47.021000,78
EmersonOaks,quercusberb,3.0169999999999999,24,0.104167,0.175000,0,5,47.021000,91
EmersonOaks,quercusberb,3.1589999999999998,24,0.145833,0.142000,0,4,47.021000,11
EmersonOaks,quercusberb,3.274,24,0.187500,0.115000,0,4,47.021000,90
EmersonOaks,quercusberb,3.738,24,0.229167,0.464000,0,4,47.021000,78
EmersonOaks,quercusberb,4.8739999999999997,24,0.270833,1.136000,0,0,47.021000,91
EmersonOaks,quercusberb,5.9279999999999999,24,0.312500,1.054000,0,1,47.021000,90
EmersonOaks,quercusberb,6.3310000000000004,24,0.354167,0.403000,0,1,47.021000,45
EmersonOaks,quercusberb,7.8529999999999998,24,0.395833,1.522000,0,0,47.021000,90
EmersonOaks,quercusberb,10.304,24,0.437500,2.451000,0,0,47.021000,47
EmersonOaks,quercusberb,12.699,24,0.479167,2.395000,0,0,47.021000,90
EmersonOaks,quercusberb,14.837,24,0.520833,2.138000,0,0,47.021000,59
EmersonOaks,quercusberb,18.783000000000001,24,0.562500,3.946000,0,0,47.021000,91
EmersonOaks,quercusberb,20.169,24,0.604167,1.386000,0,1,47.021000,83
EmersonOaks,quercusberb,20.532,24,0.645833,0.363000,0,2,47.021000,83
EmersonOaks,quercusberb,21.276,24,0.687500,0.744000,0,1,47.021000,72
EmersonOaks,quercusberb,47.817,24,0.729167,26.541000,1,5,47.021000,72
EmersonOaks,quercusberb,47.890999999999998,24,0.770833,0.074000,1,5,47.021000,95
EmersonOaks,quercusberb,48.066000000000003,24,0.812500,0.175000,0,5,47.021000,59
EmersonOaks,quercusberb,48.308,24,0.854167,0.242000,1,6,47.021000,87
EmersonOaks,quercusberb,48.38,24,0.895833,0.072000,1,6,47.021000,80
EmersonOaks,quercusberb,48.722000000000001,24,0.937500,0.342000,0,6,47.021000,90
EmersonOaks,quercusberb,49.103999999999999,24,0.979167,0.382000,0,3,47.021000,72
EmersonOaks,salmel,1.6950000000000001,87,0.005747,1.695000,1,8,48.740000,36
EmersonOaks,salmel,1.7809999999999999,87,0.017241,0.086000,1,8,48.740000,9
EmersonOaks,salmel,1.8959999999999999,87,0.028736,0.115000,0,9,48.740000,80
EmersonOaks,salmel,2.0270000000000001,87,0.040230,0.131000,1,11,48.740000,78
EmersonOaks,salmel,2.0670000000000002,87,0.051724,0.040000,1,11,48.740000,90
EmersonOaks,salmel,2.2050000000000001,87,0.063218,0.138000,0,12,48.740000,9
EmersonOaks,salmel,2.3359999999999999,87,0.074713,0.131000,0,12,48.740000,9
EmersonOaks,salmel,2.4510000000000001,87,0.086207,0.115000,0,12,48.740000,17
EmersonOaks,salmel,2.645,87,0.097701,0.194000,0,12,48.740000,9
EmersonOaks,salmel,2.84,87,0.109195,0.195000,1,11,48.740000,87
EmersonOaks,salmel,2.9369999999999998,87,0.120690,0.097000,2,10,48.740000,90
EmersonOaks,salmel,3.0139999999999998,87,0.132184,0.077000,1,10,48.740000,91
EmersonOaks,salmel,3.149,87,0.143678,0.135000,0,8,48.740000,12
EmersonOaks,salmel,3.7309999999999999,87,0.155172,0.582000,0,4,48.740000,72
EmersonOaks,salmel,4.8630000000000004,87,0.166667,1.132000,0,1,48.740000,90
EmersonOaks,salmel,5.7789999999999999,87,0.178161,0.916000,0,2,48.740000,32
EmersonOaks,salmel,6.319,87,0.189655,0.540000,0,1,48.740000,59
EmersonOaks,salmel,7.49,87,0.201149,1.171000,0,2,48.740000,90
EmersonOaks,salmel,7.8369999999999997,87,0.212644,0.347000,0,3,48.740000,91
EmersonOaks,salmel,8.2560000000000002,87,0.224138,0.419000,0,3,48.740000,50
EmersonOaks,salmel,8.8130000000000006,87,0.235632,0.557000,0,2,48.740000,83
EmersonOaks,salmel,10.263999999999999,87,0.247126,1.451000,0,0,48.740000,78
EmersonOaks,salmel,12.659000000000001,87,0.258621,2.395000,0,0,48.740000,91
EmersonOaks,salmel,14.81,87,0.270115,2.151000,0,1,48.740000,72
EmersonOaks,salmel,15.583,87,0.281609,0.773000,0,1,48.740000,91
EmersonOaks,salmel,16.847999999999999,87,0.293103,1.265000,0,2,48.740000,91
EmersonOaks,salmel,17.635999999999999,87,0.304598,0.788000,1,2,48.740000,64
EmersonOaks,salmel,17.637,87,0.316092,0.001000,1,2,48.740000,80
EmersonOaks,salmel,18.731999999999999,87,0.327586,1.095000,0,0,48.740000,91
EmersonOaks,salmel,20.085999999999999,87,0.339080,1.354000,0,1,48.740000,64
EmersonOaks,salmel,20.448,87,0.350575,0.362000,0,2,48.740000,64
EmersonOaks,salmel,21.155999999999999,87,0.362069,0.708000,0,2,48.740000,97
EmersonOaks,salmel,21.649000000000001,87,0.373563,0.493000,0,1,48.740000,96
EmersonOaks,salmel,23.434000000000001,87,0.385057,1.785000,0,2,48.740000,91
EmersonOaks,salmel,23.949000000000002,87,0.396552,0.515000,0,3,48.740000,96
EmersonOaks,salmel,24.366,87,0.408046,0.417000,0,4,48.740000,97
EmersonOaks,salmel,24.718,87,0.419540,0.352000,0,4,48.740000,94
EmersonOaks,salmel,25.103000000000002,87,0.431034,0.385000,0,3,48.740000,96
EmersonOaks,salmel,25.71,87,0.442529,0.607000,0,4,48.740000,96
EmersonOaks,salmel,26.3,87,0.454023,0.590000,0,3,48.740000,47
EmersonOaks,salmel,26.643000000000001,87,0.465517,0.343000,0,4,48.740000,96
EmersonOaks,salmel,27.055,87,0.477011,0.412000,0,4,48.740000,87
EmersonOaks,salmel,27.352,87,0.488506,0.297000,0,3,48.740000,93
EmersonOaks,salmel,27.791,87,0.500000,0.439000,0,3,48.740000,95
EmersonOaks,salmel,28.786999999999999,87,0.511494,0.996000,0,3,48.740000,97
EmersonOaks,salmel,29.109000000000002,87,0.522989,0.322000,0,2,48.740000,94
EmersonOaks,salmel,29.678000000000001,87,0.534483,0.569000,0,3,48.740000,94
EmersonOaks,salmel,30.510999999999999,87,0.545977,0.833000,0,3,48.740000,70
EmersonOaks,salmel,30.803000000000001,87,0.557471,0.292000,0,3,48.740000,68
EmersonOaks,salmel,31.181000000000001,87,0.568966,0.378000,0,3,48.740000,87
EmersonOaks,salmel,31.652999999999999,87,0.580460,0.472000,0,3,48.740000,91
EmersonOaks,salmel,32.322000000000003,87,0.591954,0.669000,0,2,48.740000,91
EmersonOaks,salmel,33.264000000000003,87,0.603448,0.942000,0,1,48.740000,58
EmersonOaks,salmel,34.970999999999997,87,0.614943,1.707000,0,1,48.740000,97
EmersonOaks,salmel,35.222999999999999,87,0.626437,0.252000,0,1,48.740000,95
EmersonOaks,salmel,36.225000000000001,87,0.637931,1.002000,0,0,48.740000,90
EmersonOaks,salmel,37.850999999999999,87,0.649425,1.626000,0,0,48.740000,96
EmersonOaks,salmel,39.581000000000003,87,0.660920,1.730000,0,1,48.740000,27
EmersonOaks,salmel,40.113,87,0.672414,0.532000,0,1,48.740000,43
EmersonOaks,salmel,42.204000000000001,87,0.683908,2.091000,0,0,48.740000,33
EmersonOaks,salmel,43.523000000000003,87,0.695402,1.319000,0,0,48.740000,80
EmersonOaks,salmel,45.572000000000003,87,0.706897,2.049000,0,3,48.740000,91
EmersonOaks,salmel,46.186,87,0.718391,0.614000,0,5,48.740000,93
EmersonOaks,salmel,46.302999999999997,87,0.729885,0.117000,0,5,48.740000,76
EmersonOaks,salmel,46.417000000000002,87,0.741379,0.114000,0,5,48.740000,83
EmersonOaks,salmel,46.848999999999997,87,0.752874,0.432000,0,5,48.740000,95
EmersonOaks,salmel,46.985999999999997,87,0.764368,0.137000,0,5,48.740000,90
EmersonOaks,salmel,47.768999999999998,87,0.775862,0.783000,0,6,48.740000,97
EmersonOaks,salmel,48.302999999999997,87,0.787356,0.534000,1,11,48.740000,74
EmersonOaks,salmel,48.357999999999997,87,0.798851,0.055000,1,11,48.740000,53
EmersonOaks,salmel,48.679000000000002,87,0.810345,0.321000,1,14,48.740000,93
EmersonOaks,salmel,48.719000000000001,87,0.821839,0.040000,1,14,48.740000,96
EmersonOaks,salmel,48.838999999999999,87,0.833333,0.120000,1,14,48.740000,98
EmersonOaks,salmel,48.866999999999997,87,0.844828,0.028000,1,14,48.740000,86
EmersonOaks,salmel,49.021999999999998,87,0.856322,0.155000,2,15,48.740000,95
EmersonOaks,salmel,49.067999999999998,87,0.867816,0.046000,3,15,48.740000,91
EmersonOaks,salmel,49.09,87,0.879310,0.022000,3,15,48.740000,55
EmersonOaks,salmel,49.143999999999998,87,0.890805,0.054000,3,15,48.740000,91
EmersonOaks,salmel,49.218000000000004,87,0.902299,0.074000,1,15,48.740000,91
EmersonOaks,salmel,49.44,87,0.913793,0.222000,0,16,48.740000,99
EmersonOaks,salmel,49.604999999999997,87,0.925287,0.165000,1,16,48.740000,97
EmersonOaks,salmel,49.661999999999999,87,0.936782,0.057000,1,16,48.740000,93
EmersonOaks,salmel,49.835000000000001,87,0.948276,0.173000,1,14,48.740000,99
EmersonOaks,salmel,49.917999999999999,87,0.959770,0.083000,1,12,48.740000,90
EmersonOaks,salmel,50.366,87,0.971264,0.448000,2,7,48.740000,98
EmersonOaks,salmel,50.393999999999998,87,0.982759,0.028000,2,7,48.740000,93
EmersonOaks,salmel,50.435000000000002,87,0.994253,0.041000,2,7,48.740000,95
EmersonOaks,salmel,1.786,59,0.008475,1.786000,0,3,48.746000,7
EmersonOaks,salmel,1.8939999999999999,59,0.025424,0.108000,0,4,48.746000,80
EmersonOaks,salmel,2.036,59,0.042373,0.142000,1,6,48.746000,27
EmersonOaks,salmel,2.0619999999999998,59,0.059322,0.026000,1,6,48.746000,86
