rt_bin,precursor_mz,rt_seconds,log10_ms1_height,ms1_n_peaks,ms2_n_peaks,ms2_log10_total_intensity,ms2_log10_max_intensity,ms2_frac_top3,n_samples_detected,log10_mean_detected_intensity,log10_max_detected_intensity,confidence_exact
58,573.22786,350.72,3.991093,7826,35,5.513828,4.912468,0.450042,7,2.308168,2.569948,0.234
58,517.2028,350.50,3.757092,5,38,5.185073,4.063886,0.212182,12,2.025976,2.778714,0.355
58,425.16979,350.53,4.908431,2,92,6.659528,5.817281,0.285292,5,3.111850,3.807383,0.474
58,495.26501,350.61,3.846955,5,132,6.795230,5.768263,0.224833,10,2.381891,2.707274,0.100
58,491.23566,350.62,3.783832,2,197,6.889699,5.768263,0.180880,11,2.409086,2.834105,0.224
58,576.27172,350.72,3.768268,2,176,6.666271,5.645783,0.194592,8,2.209033,2.606966,0.247
58,331.19986,350.75,4.191171,4,33,5.115031,3.939971,0.190015,3,2.313319,2.742543,0.142
58,261.10855,350.77,5.004751,3,126,6.801542,5.738321,0.217041,11,3.872553,3.985839,0.165
58,542.26657,350.77,5.824386,8,152,6.847183,5.768263,0.199483,11,4.521203,4.861685,0.182
58,275.15837,350.77,4.700184,4,140,6.809673,5.738321,0.213015,10,3.372979,3.652711,0.039
58,406.21574,350.19,3.912116,9017,25,5.503413,4.733105,0.454616,8,2.364214,2.992359,0.165
58,355.12737,350.79,3.828918,4,41,5.141614,4.093133,0.189157,12,2.584543,2.826960,0.033
58,833.32174,350.87,4.677059,11,52,5.550940,4.699731,0.314131,19,2.798592,3.416836,0.047
58,299.12507,350.91,3.972619,5,85,6.642402,5.768263,0.319659,11,2.547045,2.854440,0.133
58,405.18426,351.02,3.727785,7,155,6.792076,5.817281,0.210253,9,2.116766,2.570576,0.031
58,345.16672,351.03,3.861415,4,135,6.770569,5.817281,0.220926,12,2.224606,2.763376,0.176
58,595.20229,351.78,3.890421,8970,86,6.464801,5.438467,0.220956,12,2.411529,2.927137,0.085
58,590.25305,351.04,3.919287,3,227,6.894132,5.768263,0.179043,10,2.426754,2.715489,0.029
58,773.30709,351.07,4.549003,3,138,6.831141,5.768263,0.206989,14,2.682177,3.184642,0.037
58,291.26383,351.08,4.439017,7,132,6.673546,5.670825,0.217649,3,2.785258,3.132824,0.181
58,769.34731,351.10,5.078094,10,111,6.788532,5.794150,0.225606,11,3.421553,3.773662,0.110
58,827.35279,351.10,4.136086,9,178,6.866023,5.768263,0.191015,11,2.629149,2.888259,0.167
58,463.22962,351.12,4.046105,8,88,6.611827,5.633870,0.255260,8,2.756221,3.359915,0.164
58,547.22635,351.25,5.042969,9855,136,6.867639,6.208262,0.340158,12,3.525544,4.034060,0.314
58,547.24531,351.13,3.868703,2,40,5.121025,4.177043,0.242768,6,2.102867,2.606754,0.045
58,487.22174,351.13,4.383456,5,129,6.846835,5.768263,0.199643,9,2.954405,3.176867,0.423
58,157.09944,351.15,4.901622,8,204,6.892099,5.768263,0.179883,11,3.695167,3.899573,0.033
58,249.14503,351.25,4.484015,9855,192,6.871836,5.794150,0.186229,10,2.917030,3.214328,0.218
58,243.09813,351.25,5.005609,2,215,6.892728,5.768263,0.179622,11,3.878108,4.183606,0.182
58,507.22708,351.25,5.284656,9,123,6.649471,5.645783,0.202267,10,3.983614,4.362696,0.103
58,246.24392,351.25,4.158965,4,147,6.844323,5.768263,0.200801,8,2.279688,2.672218,0.015
58,209.09297,351.25,5.020361,9051,110,6.739095,5.817281,0.237532,10,3.161399,3.744141,0.127
58,277.17385,351.30,4.891649,4,177,6.869729,5.768263,0.189391,11,3.462172,3.747486,0.059
58,201.12236,351.25,4.014100,9051,34,5.878751,5.244299,0.578524,7,2.303577,2.506723,0.030
58,155.08441,351.34,4.168497,23,225,6.896688,5.768263,0.177992,12,2.975123,3.175861,0.032
58,245.1952,351.34,4.736954,4,147,6.846745,5.768263,0.199684,12,3.007141,3.331645,0.019
58,632.26329,351.34,3.941561,4,151,6.839126,5.768263,0.203218,12,2.945050,3.166035,0.016
58,199.10903,351.34,5.402605,12,142,6.812407,5.768263,0.216114,11,4.072190,4.196005,0.231
58,245.11423,351.34,6.798029,6,103,6.841754,6.208269,0.376489,11,5.587507,5.660767,0.158
58,395.21782,351.25,3.800580,9855,75,6.072616,5.195036,0.314264,5,2.304892,2.694486,0.086
58,628.28895,351.35,4.576111,4,107,6.900509,6.324766,0.399242,10,3.026081,3.340110,0.091
58,633.25148,351.36,4.109916,3,123,6.804571,5.794150,0.217427,9,2.534169,2.807740,0.274
58,227.10216,351.24,6.331225,7326,138,6.811893,5.768263,0.216369,13,4.775549,5.052005,0.086
58,209.09336,351.39,4.991137,4,137,6.808140,5.768263,0.218247,12,3.490643,3.745252,0.125
58,171.11498,351.39,4.548267,10,144,6.823908,5.768263,0.210465,11,3.229951,3.378513,0.033
58,212.0815,351.39,3.879211,7,140,6.830666,5.768263,0.207216,11,2.438113,2.590122,0.005
58,393.21146,351.40,3.804412,5,111,6.730530,5.817281,0.242263,7,2.500214,2.782843,0.023
58,215.06843,351.43,4.031004,10,145,6.866102,5.933936,0.265433,12,2.630799,3.024708,0.113
58,286.13814,351.24,4.391817,7326,134,6.815638,5.794150,0.211956,11,2.819081,3.105320,0.234
58,165.06678,351.25,4.783832,9051,132,6.768649,5.817281,0.221905,11,3.131750,3.417701,0.050
58,217.11916,351.49,4.633266,4,100,6.841263,6.208269,0.376915,11,3.352784,3.470135,0.074
58,247.16544,351.49,3.932372,12,141,6.824440,5.768263,0.210208,11,2.484698,2.700420,0.103
58,479.18587,351.77,4.021189,7155,34,5.694005,5.195036,0.625764,19,1.706492,2.506466,0.096
58,233.07899,351.52,4.394452,8,85,6.995001,6.537544,0.519538,12,2.827124,3.416588,0.114
58,625.18417,351.54,3.974972,2,91,6.805958,6.121236,0.356608,11,2.818919,3.036497,0.027
58,563.21261,351.56,4.082785,4,135,6.745179,5.720246,0.203836,16,2.357010,2.829166,0.043
58,301.15365,351.60,4.109916,3,39,5.177054,4.168025,0.245891,5,2.163859,2.853865,0.023
58,249.06168,351.77,3.947090,7155,194,6.790302,5.667241,0.188227,9,2.463032,2.778170,0.065
58,411.17449,351.68,3.875409,6,105,6.601707,5.645783,0.225782,8,2.229785,2.787165,0.185
58,203.18632,351.69,4.302114,2,11,4.676952,4.177043,0.583349,8,2.305715,3.113619,0.026
58,331.09206,351.77,4.941412,4,10,4.748249,4.300766,0.741261,12,3.075279,3.718572,0.060
58,481.10876,351.78,3.763278,4,138,6.823901,5.768263,0.210469,4,2.073054,2.475250,0.248
58,546.22532,351.78,5.310693,4,131,6.798753,5.768263,0.223016,10,3.742576,4.081435,0.268
58,406.21737,351.78,4.284656,12,138,6.741643,5.700734,0.200116,6,2.744412,3.370725,0.009
58,443.20085,351.78,4.098990,5,157,6.869783,5.768263,0.189368,12,3.021892,3.263877,0.452
58,273.25465,351.78,4.165541,4,101,6.494487,5.658943,0.311540,5,2.614107,3.069812,0.013
58,482.26521,351.78,4.371253,2,85,6.331358,5.756212,0.524758,11,2.869008,3.292381,0.146
58,551.18166,351.88,4.281488,2,131,6.795244,5.768263,0.224825,10,2.712827,3.029378,0.266
58,555.2166,351.91,3.880356,3,172,6.878512,5.768263,0.185600,12,2.769724,3.155452,0.113
58,553.20274,351.92,3.750045,3,90,6.555997,5.527211,0.213769,11,2.538113,2.913779,0.278
58,249.06326,351.94,4.064083,4,136,6.823852,5.768263,0.210493,10,2.399570,2.819277,0.008
58,331.07631,351.95,6.518909,7,71,6.580695,5.703049,0.278396,3,4.901642,5.034908,0.036
58,741.30606,351.96,4.043755,13,44,5.838671,5.185500,0.464242,15,2.191621,2.684709,0.080
58,519.18202,352.05,4.676968,2,26,5.609074,5.195036,0.686157,11,2.955437,3.335103,0.038
58,431.15847,352.05,4.003029,6,8,4.701829,4.315607,0.664676,10,2.039738,2.992499,0.183
58,287.12685,352.07,4.221675,7,128,6.811446,5.794150,0.214011,11,2.623079,3.007630,0.377
58,420.21646,352.07,5.370883,32,118,6.821363,5.768263,0.211703,11,3.844278,4.180651,0.025
58,311.14187,352.09,3.770484,7,78,6.673667,5.738321,0.291351,16,1.682887,2.522189,0.023
58,425.1753,352.11,5.081707,2,132,6.728577,5.667241,0.216974,13,3.473127,3.871956,0.469
58,225.0883,352.14,4.301681,4,191,6.886293,5.768263,0.182304,14,2.723132,3.263002,0.080
58,539.21954,352.14,4.452247,5,149,6.812695,5.768263,0.215970,15,3.378488,3.673696,0.290
58,511.1907,352.18,3.764848,5,181,6.868159,5.794150,0.187812,12,2.300773,2.732151,0.334
58,755.36969,352.21,4.310906,4,100,6.726119,5.768263,0.263615,11,2.787276,3.020563,0.033
58,323.10182,352.22,3.795324,5,5,3.877288,3.263197,0.698916,8,2.221625,2.602606,0.299
58,537.20673,352.31,3.936061,9344,171,6.811020,5.739383,0.184882,9,2.611377,2.872674,0.288
58,429.21957,352.26,4.774517,12,167,6.872650,5.768263,0.188122,12,3.699795,4.026504,0.070
58,514.22095,352.26,4.960946,2,40,5.756862,5.185500,0.552039,12,3.255608,3.648024,0.327
58,611.20086,352.31,3.748343,7,39,5.612199,5.214742,0.599208,2,2.442956,2.702903,0.046
58,641.30545,352.31,3.752970,2,27,5.424394,4.882010,0.563758,7,2.268018,2.485261,0.625
58,519.18869,352.31,4.244277,7,23,5.253417,4.637013,0.555229,5,2.679179,2.866749,0.016
58,271.15064,352.31,3.759517,4,105,6.743614,5.738321,0.248010,3,2.105964,2.555034,0.011
58,461.17487,352.32,3.904391,7,55,5.797982,5.208873,0.499876,10,1.996349,2.501887,0.113
58,327.11707,352.36,3.912966,2,111,6.786169,5.738321,0.224861,10,2.300735,2.654995,0.015
58,636.35239,352.36,3.884285,5,37,5.627862,5.124221,0.442221,10,2.329904,2.670555,0.050
58,454.23591,352.36,4.071514,10,48,6.140776,5.244299,0.351128,9,2.456431,2.918806,0.100
58,237.19207,352.40,5.674769,7,20,4.709566,4.122539,0.374718,8,3.889356,4.478126,0.029
58,459.1899,352.83,4.515211,7223,107,6.713752,5.794150,0.267998,11,2.979456,3.359883,0.024
58,353.17135,352.42,4.147367,7,126,6.724825,5.700734,0.208018,9,2.684634,3.208949,0.129
58,489.33357,352.44,4.069298,5,33,5.666902,5.157319,0.528981,12,2.591263,2.952575,0.064
58,203.17653,352.45,5.271377,5,150,6.815484,5.738321,0.210184,11,3.912973,4.119410,0.161
58,529.32704,352.46,4.111934,26,146,6.824964,5.768263,0.209955,14,2.611663,3.043649,0.024
58,475.17458,352.51,3.750200,3,97,6.724949,5.817281,0.245396,16,2.093880,2.750445,0.446
58,528.27217,352.52,4.147676,7,57,6.460606,5.667241,0.385537,5,2.570215,2.746199,0.077
58,445.21542,352.53,4.382737,13,112,6.734958,5.699170,0.225439,11,3.474908,3.619754,0.699
58,785.34314,352.55,3.798029,12,98,6.711364,5.768263,0.272725,11,2.451454,2.740670,0.121
58,371.18042,352.59,4.328787,5,82,6.589157,5.667241,0.299108,11,3.021452,3.450661,0.242
58,165.06583,352.30,4.671636,8894,84,6.478995,5.645783,0.299081,13,2.513652,3.178129,0.013
58,557.23652,352.83,4.160469,9506,11,5.251400,5.060182,0.800952,11,2.768974,3.125709,0.126
58,464.2554,352.65,4.544192,2,123,6.768765,5.768263,0.238959,14,3.401813,3.683970,0.212
58,843.34791,352.66,4.116276,11,38,5.754884,5.136363,0.537110,12,2.608114,2.896795,0.117
58,575.24963,352.83,4.067815,9506,82,6.490378,5.720246,0.343667,12,2.507941,2.767503,0.123
58,497.19448,352.67,5.309630,8,81,6.696238,5.794150,0.279026,17,3.531116,4.047146,0.293
58,478.22209,352.74,4.275772,3,14,4.689017,4.215540,0.542463,12,2.370207,2.964478,0.098
58,221.18687,352.79,5.492341,6,29,5.646639,5.128684,0.581665,11,4.050812,4.279677,0.148
58,279.15237,352.83,4.575188,8,16,4.917025,4.535274,0.681384,4,2.867127,3.391294,0.002
58,219.17144,352.83,4.850033,4,75,6.565211,5.739383,0.325615,3,3.498849,3.869148,0.126
58,319.14946,352.83,4.035029,3,59,6.515898,5.817281,0.395773,11,2.472388,2.952824,0.155
58,469.22602,352.83,4.721893,7223,14,4.762445,4.104824,0.491924,4,2.798205,3.144443,0.123
58,323.13823,352.86,4.267406,6,15,4.710038,4.215540,0.516832,14,2.460690,2.987904,0.200
58,496.24892,352.88,4.282396,10,132,6.689780,5.794150,0.271434,11,2.971694,3.239132,0.038
58,383.16017,352.91,4.521792,8,16,4.716078,4.215540,0.509694,11,2.733920,3.256708,0.157
58,279.15419,352.94,4.226858,5,37,5.312640,4.477094,0.345624,10,2.712012,3.043640,0.030
58,637.18959,352.97,3.929930,5,150,6.796493,5.794150,0.221508,13,2.368073,2.822522,0.039
58,251.16088,352.98,4.362859,4,140,6.423520,5.367286,0.191413,11,2.951796,3.392385,0.056
58,614.25265,353.03,3.902873,2,53,5.738565,5.203800,0.460288,13,2.535973,3.007000,0.434
58,579.2136,353.04,3.853455,2,52,6.624367,5.794150,0.329242,11,2.460395,2.896197,0.424
58,341.11252,353.08,3.958946,11,4,4.060152,3.578407,0.858900,16,2.026895,2.674826,0.033
58,511.25989,353.07,5.175222,4,46,5.689781,5.193521,0.511594,11,3.785981,4.009388,0.155
58,572.24303,353.08,3.805637,2,113,6.651226,5.703049,0.236664,13,2.678275,2.992585,0.256
58,309.16269,353.12,4.344589,2,41,5.711328,5.193521,0.486831,11,2.745299,3.039098,0.006
58,263.12454,353.13,4.111599,3,116,6.441405,5.494001,0.228046,9,2.654128,3.060284,0.054
58,577.17309,353.13,3.922102,9,136,6.779495,5.817281,0.216432,9,2.380212,2.703652,0.713
58,475.33519,353.15,4.685652,5,47,5.867902,5.214742,0.455876,12,3.149837,3.546839,0.078
58,427.20493,353.17,4.434249,22,117,6.678223,5.817281,0.273271,11,3.329500,3.496519,0.036
58,393.20675,353.18,3.863917,26,30,5.566580,5.044279,0.506092,11,2.202661,2.905433,0.186
58,330.18777,353.36,3.953325,9298,56,5.756268,5.193521,0.428274,12,2.125172,2.813969,0.021
58,461.21333,351.25,4.067071,9011,111,6.755740,5.699170,0.214906,11,2.991798,3.260997,0.580
58,613.21825,352.83,3.710287,8904,23,5.194799,4.477094,0.482357,12,2.467801,2.781392,0.027
58,469.22652,352.83,4.721893,7223,40,5.600016,5.193521,0.581029,8,3.287923,3.491814,0.083
58,743.29178,353.24,3.887449,9,41,5.212953,4.388356,0.290423,13,2.378625,2.836443,0.081
58,303.13248,353.31,4.496376,3,11,4.673074,4.052218,0.506400,12,2.694034,3.246088,0.129
58,273.25644,353.36,3.758306,9634,131,6.657435,5.664418,0.231557,7,2.029922,2.578090,0.025
58,485.21458,353.36,4.292034,8949,16,5.019634,4.632743,0.629336,3,2.752046,3.086168,0.102
58,507.34524,353.37,4.079181,7,36,5.642456,5.203800,0.567703,12,2.553769,2.826819,0.045
58,616.26722,353.37,4.743039,6,35,5.776477,5.367286,0.686509,12,3.417774,3.706808,0.042
58,447.22997,353.41,4.195900,9,57,6.161302,5.214742,0.263338,11,3.242529,3.377646,0.104
58,237.18158,353.42,4.627673,5,33,6.068711,5.550371,0.511769,9,3.081831,3.561429,0.021
58,574.25708,353.53,4.168203,3,72,5.986062,5.367286,0.386105,13,2.987434,3.352976,0.167
58,177.16242,353.56,3.745777,2,71,6.476035,5.739383,0.379266,11,2.057009,2.581482,0.133
58,291.26435,353.89,4.059563,8021,80,6.002806,5.058906,0.300455,11,2.208910,2.825513,0.011
58,611.18689,353.66,3.875003,6,49,5.627612,5.044279,0.406152,11,2.131652,2.817109,0.081
58,581.22907,353.68,4.534407,8,46,5.855668,5.367286,0.572078,19,3.220709,3.603589,0.051
58,613.31231,353.69,4.160168,7,40,5.854610,5.442435,0.611221,13,2.560713,2.858245,0.076
58,307.26027,353.70,3.870813,13,31,5.185688,4.344069,0.280189,11,2.444504,2.932722,0.146
58,621.22098,353.74,3.753200,2,54,5.872827,5.367286,0.479819,10,2.346565,2.707098,0.081
58,608.35722,353.78,4.542452,5,28,6.161843,5.916733,0.873951,13,2.896021,3.240727,0.046
58,511.19074,353.82,3.731428,3,88,6.679840,5.817281,0.272256,7,1.944020,2.533921,0.565
58,398.1031,353.88,4.182129,4,29,5.614374,5.078536,0.506818,11,2.416911,2.918343,0.085
58,540.23408,353.89,3.794418,2,21,5.415134,5.176423,0.758617,2,2.112756,2.346108,0.101
58,542.26711,353.90,5.780101,8517,158,6.619782,5.569975,0.198181,10,3.953438,4.510285,0.268
58,507.22912,353.90,5.184691,8517,159,6.524365,5.384041,0.164499,7,3.380824,3.875975,0.043
58,597.2262,353.90,4.210586,4,159,6.839097,5.794150,0.200811,9,2.924865,3.303257,0.432
58,547.22375,353.90,4.898561,4,152,6.555487,5.482665,0.197577,4,3.158836,3.672141,0.082
58,201.12413,353.97,3.906820,2,92,6.277635,5.195036,0.238010,7,2.421397,2.770904,0.033
59,438.20767,354.03,3.959089,4,21,5.465572,4.790172,0.548639,8,2.175539,2.840070,0.054
59,243.10935,354.03,4.501880,2,12,5.213233,4.686674,0.736455,9,2.830501,3.246892,0.045
59,403.05777,354.11,4.747800,5,34,5.612187,5.078536,0.509376,13,2.832502,3.480544,0.029
59,599.23997,354.11,4.500511,2,56,5.824956,5.044279,0.321804,17,2.974431,3.422896,0.351
58,289.24732,353.93,4.160769,3075,5,4.189028,3.786118,0.822174,16,2.192446,2.726205,0.052
59,323.25522,354.16,3.977220,7,41,5.942677,5.131559,0.411542,8,2.312226,2.850364,0.181
59,249.14445,354.18,4.888123,3,127,6.881744,6.119447,0.312388,11,3.342674,3.827838,0.062
59,265.14021,354.18,4.178401,2,64,6.126840,5.897847,0.709953,11,2.811448,3.037220,0.286
59,287.2335,354.21,4.960138,2,9,4.782689,4.264654,0.675559,12,2.961115,3.761680,0.025
59,211.10925,354.23,4.388101,4,156,6.501288,5.535918,0.216789,11,3.164177,3.407000,0.377
59,307.14866,354.32,3.855459,2,44,6.410629,5.847391,0.585574,10,2.451181,2.856896,0.044
59,501.19389,354.33,4.140822,12,187,7.463195,6.613462,0.342527,11,2.654606,3.003530,0.021
59,606.24656,354.34,4.112605,7,57,5.880815,5.176423,0.403643,12,2.708028,3.182572,0.071
59,277.10438,354.35,4.162266,4,67,6.476232,6.002053,0.683138,13,3.056231,3.362524,0.206
59,229.1186,354.37,5.352761,3,99,6.142664,5.274036,0.313302,11,4.332365,4.497106,0.026
59,597.15532,354.42,4.056905,5,22,5.357898,5.018866,0.612061,10,2.200451,2.885869,0.066
59,647.28056,354.44,3.822626,5,35,5.680457,5.078536,0.471839,6,1.755269,2.510064,0.093
59,381.07603,354.45,4.701999,13,5,4.111552,3.627235,0.811666,6,2.718118,3.430561,0.121
59,313.1531,354.45,4.868056,5,46,5.708747,5.078536,0.442082,7,2.729053,3.557332,0.043
58,503.2084,353.89,4.273233,9573,54,5.892306,5.215238,0.381103,11,3.314674,3.543592,0.087
58,462.24038,353.90,3.886716,8517,57,6.015638,5.367286,0.370950,12,2.713790,3.091715,0.056
59,217.15588,354.47,4.975891,4,149,6.579301,5.910800,0.428963,10,3.638933,3.872460,0.108
59,519.21556,354.50,3.822560,8,25,4.978652,3.883790,0.232058,10,2.306448,2.793839,0.209
59,413.22461,354.57,4.079543,8,57,6.054844,5.329462,0.454976,11,3.157693,3.294580,0.026
59,259.0936,354.61,4.290702,2,96,6.227067,5.462347,0.371349,11,3.236378,3.358238,0.188
59,293.09947,354.71,3.913284,2,65,6.262700,5.905962,0.625519,11,2.499164,2.784645,0.053
59,295.11591,354.73,3.895036,2,38,5.651977,5.193521,0.527833,12,2.576738,3.025484,0.074
59,215.13931,354.78,3.954677,4,25,5.476631,4.882010,0.503608,9,2.310250,2.773989,0.150
59,231.13468,354.79,5.563125,3,117,6.724744,5.720246,0.213657,10,3.986716,4.500438,0.156
59,929.31105,354.79,3.755417,5,50,6.359115,6.002053,0.631004,10,2.166148,2.369640,0.073
59,523.22412,354.80,5.029789,9,44,5.675347,5.044279,0.398907,16,3.787561,4.067572,0.126
59,749.12738,354.79,3.915558,5,130,6.276936,5.586329,0.333382,13,2.276734,2.754598,0.062
59,562.30796,354.84,4.276232,3,46,6.460861,5.905962,0.579370,9,2.556994,2.893128,0.064
59,279.12014,354.85,4.218536,3,79,6.294153,5.642462,0.475074,10,3.161274,3.357153,0.013
59,187.14673,354.90,4.544192,2,227,6.726902,5.937721,0.337606,10,2.768560,3.394428,0.370
59,249.14328,354.95,4.598462,7894,38,6.208516,5.642462,0.551928,5,2.553237,2.820120,0.023
59,505.21496,354.95,4.880471,6,86,6.543969,6.002053,0.584483,11,3.665860,3.755963,0.041
59,600.27058,354.96,5.087781,4,70,6.531422,6.002053,0.613278,13,3.649448,3.915630,0.115
59,562.31471,354.97,5.044540,3,69,6.371534,5.847391,0.640731,5,3.055589,3.731756,0.046
59,339.09547,354.98,4.225826,4,16,5.164388,4.760784,0.720265,4,2.667892,3.268915,0.097
59,855.31143,355.00,4.012415,11,61,6.560662,6.002053,0.573347,11,2.389584,2.635774,0.053
59,485.20868,354.95,4.524136,9088,32,6.010347,5.518594,0.531658,8,2.907765,3.164955,0.343
59,233.07824,355.04,4.253338,2,117,6.772512,5.817281,0.224571,6,2.574767,3.233036,0.007
59,269.11309,355.06,3.729327,4,50,6.189004,5.595645,0.534832,10,2.161351,2.563816,0.028
59,590.25344,355.06,4.075547,2,145,6.740813,5.905962,0.307619,10,2.824068,3.152350,0.006
59,558.26029,355.08,4.495960,4,50,6.482911,6.002053,0.685754,13,3.237838,3.461734,0.336
59,213.12468,355.09,5.338656,3,71,6.436880,6.002053,0.734599,11,3.525362,4.141968,0.031
59,175.07368,355.11,3.857574,17,48,6.570297,5.905962,0.463843,10,2.356364,2.891357,0.223
59,489.222,354.42,4.531223,9103,19,6.015980,5.803369,0.861391,6,3.002411,3.322334,0.041
59,400.22723,355.14,4.821186,2,65,6.506751,5.937721,0.565299,11,3.069308,3.537425,0.029
59,583.24515,355.15,4.505286,5,54,6.539428,6.002053,0.602076,14,3.104216,3.440226,0.090
59,155.08474,355.15,4.197832,24,180,6.759547,5.905962,0.310494,8,2.529853,3.133928,0.100
59,541.23641,355.16,4.604658,2,52,6.471366,5.966684,0.653587,13,3.276709,3.509600,0.354
59,584.26001,355.18,4.095866,5,56,6.526065,5.966684,0.576241,12,2.397297,2.999940,0.011
59,463.22758,355.48,3.984482,7764,97,6.649928,5.966684,0.436561,11,2.927222,3.355051,0.413
59,331.26171,355.26,5.194792,4,66,6.571075,6.002053,0.559764,14,3.567293,3.899588,0.031
59,241.08332,355.27,3.892373,2,143,6.546463,5.910815,0.459233,12,2.461026,2.803163,0.084
59,441.14974,355.28,3.739810,3,27,5.571155,5.046771,0.488855,8,1.700477,2.461604,0.108
59,331.31159,355.30,4.143327,2,57,6.559198,6.002053,0.575283,9,2.110225,2.608334,0.006
59,385.19361,355.30,3.889021,10,69,6.105421,5.319252,0.365976,9,2.453137,2.969532,0.173
59,565.23398,355.32,5.060698,3,68,6.551271,6.002053,0.585880,13,3.542582,3.827945,0.382
59,559.3419,355.34,3.944877,3,60,6.477340,5.937721,0.604908,11,2.101533,2.614360,0.014
59,363.17744,355.35,3.745933,13,48,6.204532,5.550371,0.388514,8,2.038640,2.389137,0.037
59,577.35088,355.35,4.447313,6,64,6.551920,6.002053,0.585005,14,2.574674,3.174458,0.270
59,331.07659,355.37,6.538197,6,64,6.560987,6.002053,0.572918,10,5.114898,5.311347,0.014
59,203.14047,355.38,4.228400,4,53,6.460013,5.905962,0.580503,11,2.659366,3.100169,0.119
59,913.31561,355.38,3.962417,4,58,6.561635,6.002053,0.572064,11,2.334463,2.584308,0.169
59,316.05379,355.43,4.277380,9,61,6.526143,5.966684,0.576138,11,2.801196,3.041655,0.055
59,279.11923,355.48,4.089905,8630,35,6.107395,5.595645,0.638368,4,2.384548,2.644964,0.167
59,247.12898,355.48,5.657343,3,125,6.687048,5.905962,0.344167,11,4.174133,4.399147,0.186
59,326.19259,355.48,3.981954,7,46,6.441778,5.905962,0.605395,6,1.961813,2.647583,0.056
59,233.15025,355.48,5.139564,4,153,6.695693,5.966684,0.386388,7,3.602019,4.023751,0.083
59,502.25824,355.48,4.476252,18,228,6.744111,5.910815,0.304513,9,2.773417,3.260582,0.076
59,309.27589,355.48,3.702775,4,149,6.689769,5.664418,0.214944,8,2.120797,2.611762,0.087
59,420.21693,355.48,4.731428,8792,240,6.760991,5.910815,0.292905,8,2.832841,3.255230,0.053
59,331.17055,355.49,3.803047,11,88,6.528318,5.937721,0.537912,12,2.029102,2.361475,0.026
59,567.24943,354.95,3.830653,7499,53,6.461304,5.905962,0.578780,9,2.327375,2.589902,0.152
59,617.34236,355.49,3.866583,2,63,6.434866,5.937721,0.661372,10,2.065460,2.622065,0.042
59,425.17891,355.48,4.175222,9312,16,4.610288,3.953260,0.419408,3,2.438165,2.752032,0.082
59,605.22916,355.48,4.033021,8762,60,6.561893,6.002053,0.571724,14,2.519523,2.858744,0.095
59,353.0603,355.53,3.894593,5,55,6.482634,5.905962,0.551040,11,2.225820,2.581586,0.278
59,487.21395,355.54,4.438701,15,32,6.387291,5.910815,0.673520,9,3.044909,3.222102,0.159
59,557.23281,355.57,4.040602,3,9,5.280693,5.176423,0.899430,6,2.304010,2.754478,0.141
59,189.16157,355.48,3.864511,8137,57,6.202605,5.642462,0.559491,7,2.344688,2.632432,0.221
59,563.21661,355.64,4.061452,4,31,6.406606,5.966684,0.737734,17,2.633612,3.159635,0.048
59,465.09845,355.66,3.864274,2,142,6.622364,5.937721,0.429485,9,2.285830,2.722792,0.078
59,307.26001,355.69,3.789299,6,19,4.901539,4.145702,0.421327,5,2.163442,2.575656,0.262
59,595.18942,356.01,4.106191,9400,15,5.565814,5.462347,0.913222,7,2.335896,2.736928,0.055
59,411.17685,355.80,3.708676,3,11,5.026192,4.693936,0.735555,5,1.886479,2.276232,0.208
59,389.18858,355.82,4.010724,26,24,5.747914,5.327890,0.613056,11,2.601651,3.030309,0.100
59,555.21677,354.95,3.871223,8475,188,6.749215,6.002053,0.379564,10,2.450598,2.653155,0.053
59,556.24808,355.90,4.161667,2,161,6.677732,5.937721,0.381326,10,2.651034,3.042815,0.262
59,607.17542,355.93,4.221414,6,37,6.434402,6.002053,0.738803,12,2.689644,3.044411,0.422
59,387.17549,355.94,3.717088,4,33,6.165821,5.550371,0.424735,8,1.955694,2.382271,0.039
59,215.14027,356.01,4.011147,7,107,6.599150,5.937721,0.449503,10,2.743909,3.035390,0.105
59,501.19345,356.01,3.974097,9400,66,6.293469,5.550371,0.316570,5,2.096159,2.464503,0.530
59,464.25521,356.01,4.245019,2,12,5.026168,4.879227,0.838738,5,2.680972,3.058951,0.440
59,655.19387,356.01,3.818556,5,55,6.542083,6.002053,0.598406,9,2.522198,2.778339,0.141
59,405.18514,356.01,3.844477,7,47,6.236247,5.550371,0.361153,13,2.389683,2.805364,0.047
59,427.20581,356.01,4.061829,8727,176,6.564758,5.595645,0.242698,5,2.316782,2.741631,0.378
59,393.21508,356.01,3.818490,7145,37,5.993122,5.436680,0.461341,4,2.166200,2.639657,0.106
59,827.35289,356.06,4.086360,12,85,6.518635,5.905962,0.479569,11,2.317701,2.682800,0.067
59,293.1332,356.08,4.135769,3,26,5.906634,5.376538,0.511723,7,2.512352,2.912784,0.038
59,479.18385,356.09,4.006038,5,103,6.690283,5.738321,0.280414,16,1.952954,2.615905,0.307
59,381.07543,356.13,4.892595,6,35,5.624220,5.078536,0.495457,15,2.943655,3.660075,0.031
59,614.25103,356.01,3.939120,8629,192,6.765728,6.002053,0.350763,15,2.247408,2.817690,0.027
59,496.24867,356.17,4.315130,10,58,6.177431,5.518594,0.361866,10,2.711643,3.251428,0.183
